freeLength,234,
stepNum,32,
mass,eprVin,distance
2500,0,281.4
2500,127,281.4
2500,255,281.6
2500,383,282.4
2500,511,283.0
2500,639,284.3
2500,767,285.8
2500,895,287.2
2500,1023,293.3
2500,1151,301.2
2500,1279,308.5
2500,1407,313.4
2500,1535,317.2
2500,1663,321.6
2500,1791,323.7
2500,1919,326.3
2500,2047,329.4
2500,2175,330.7
2500,2303,332.0
2500,2431,332.5
2500,2559,333.7
2500,2687,334.6
2500,2815,336.4
2500,2943,337.0
2500,3071,337.7
2500,3199,339.3
2500,3327,339.2
2500,3455,338.7
2500,3583,338.9
2500,3711,339.7
2500,3839,339.1
2500,3967,339.7
2500,4095,340.1
2500,3967,339.8
2500,3839,339.8
2500,3711,339.7
2500,3583,339.4
2500,3455,339.6
2500,3327,339.5
2500,3199,339.4
2500,3071,340.0
2500,2943,339.8
2500,2815,337.7
2500,2687,337.1
2500,2559,337.0
2500,2431,335.7
2500,2303,334.2
2500,2175,333.5
2500,2047,331.4
2500,1919,330.8
2500,1791,329.9
2500,1663,326.6
2500,1535,324.5
2500,1407,323.8
2500,1279,318.1
2500,1151,314.2
2500,1023,309.7
2500,895,302.4
2500,767,295.5
2500,639,289.0
2500,511,285.9
2500,383,283.7
2500,255,282.2
2500,127,281.4
2500,0,281.0
