freeLength,234,
stepNum,32,
mass,eprVin,distance
500,0,293.7
500,127,294.0
500,255,294.2
500,383,295.4
500,511,296.8
500,639,297.3
500,767,297.7
500,895,299.0
500,1023,302.6
500,1151,309.0
500,1279,316.2
500,1407,323.8
500,1535,328.7
500,1663,333.0
500,1791,336.7
500,1919,338.2
500,2047,340.2
500,2175,343.3
500,2303,345.3
500,2431,347.7
500,2559,349.4
500,2687,351.3
500,2815,352.8
500,2943,352.9
500,3071,353.1
500,3199,353.7
500,3327,354.1
500,3455,354.2
500,3583,355.2
500,3711,355.4
500,3839,354.7
500,3967,355.6
500,4095,355.7
500,3967,355.4
500,3839,355.9
500,3711,355.6
500,3583,356.3
500,3455,356.0
500,3327,356.6
500,3199,355.7
500,3071,356.1
500,2943,355.9
500,2815,355.2
500,2687,355.1
500,2559,353.7
500,2431,354.7
500,2303,355.0
500,2175,354.7
500,2047,354.4
500,1919,352.9
500,1791,352.4
500,1663,350.5
500,1535,349.2
500,1407,347.2
500,1279,344.2
500,1151,342.6
500,1023,340.2
500,895,336.3
500,767,331.4
500,639,324.9
500,511,314.9
500,383,304.8
500,255,299.9
500,127,298.5
500,0,298.3
500,0,0.0
