freeLength,234,
stepNum,32,
mass,eprVin,distance
2500,0,276.0
2500,127,277.0
2500,255,277.0
2500,383,278.1
2500,511,276.8
2500,639,278.0
2500,767,280.4
2500,895,283.2
2500,1023,291.0
2500,1151,299.3
2500,1279,303.7
2500,1407,310.2
2500,1535,312.6
2500,1663,315.8
2500,1791,319.0
2500,1919,323.0
2500,2047,323.3
2500,2175,326.6
2500,2303,326.6
2500,2431,329.8
2500,2559,330.5
2500,2687,330.4
2500,2815,331.2
2500,2943,331.4
2500,3071,331.6
2500,3199,331.3
2500,3327,331.1
2500,3455,331.2
2500,3583,331.3
2500,3711,331.5
2500,3839,331.3
2500,3967,331.4
2500,4095,331.7
2500,3967,331.4
2500,3839,331.0
2500,3711,331.5
2500,3583,331.7
2500,3455,331.1
2500,3327,330.8
2500,3199,331.0
2500,3071,330.5
2500,2943,330.6
2500,2815,330.6
2500,2687,331.0
2500,2559,330.6
2500,2431,331.4
2500,2303,329.8
2500,2175,328.6
2500,2047,325.8
2500,1919,325.2
2500,1791,322.7
2500,1663,322.5
2500,1535,318.2
2500,1407,315.5
2500,1279,312.1
2500,1151,309.7
2500,1023,302.7
2500,895,297.6
2500,767,290.3
2500,639,283.8
2500,511,279.7
2500,383,277.6
2500,255,277.9
2500,127,277.2
2500,0,275.8
2500,0,0.0
