freeLength,234,
stepNum,32,
mass,eprVin,distance
1500,0,292.5
1500,127,292.8
1500,255,293.8
1500,383,293.7
1500,511,293.7
1500,639,299.2
1500,767,298.6
1500,895,308.9
1500,1023,317.3
1500,1151,325.1
1500,1279,329.7
1500,1407,331.3
1500,1535,335.3
1500,1663,337.4
1500,1791,338.7
1500,1919,338.5
1500,2047,340.0
1500,2175,341.3
1500,2303,341.5
1500,2431,343.8
1500,2559,348.9
1500,2687,349.6
1500,2815,351.0
1500,2943,350.7
1500,3071,351.8
1500,3199,352.1
1500,3327,352.1
1500,3455,352.0
1500,3583,352.3
1500,3711,351.8
1500,3839,351.9
1500,3967,351.5
1500,4095,350.5
1500,3967,350.2
1500,3839,351.6
1500,3711,352.2
1500,3583,351.1
1500,3455,351.3
1500,3327,370.7
1500,3199,383.0
1500,3071,385.3
1500,2943,379.6
1500,2815,371.5
1500,2687,353.1
1500,2559,373.8
1500,2431,406.8
1500,2303,406.3
1500,2175,404.9
1500,2047,400.7
1500,1919,396.5
1500,1791,403.9
1500,1663,398.7
1500,1535,400.7
1500,1407,393.0
1500,1279,390.1
1500,1151,380.6
1500,1023,366.8
1500,895,358.4
1500,767,349.9
1500,639,340.0
1500,511,333.3
1500,383,327.1
1500,255,323.7
1500,127,323.1
1500,0,315.3
1500,0,0.0
