freeLength,234,
stepNum,32,
mass,eprVin,distance
1500,0,305.5
1500,127,305.5
1500,255,305.7
1500,383,308.9
1500,511,310.0
1500,639,312.3
1500,767,316.6
1500,895,326.1
1500,1023,336.9
1500,1151,342.4
1500,1279,344.0
1500,1407,348.3
1500,1535,350.9
1500,1663,353.7
1500,1791,357.2
1500,1919,359.4
1500,2047,361.3
1500,2175,362.6
1500,2303,361.4
1500,2431,361.3
1500,2559,362.0
1500,2687,362.3
1500,2815,361.3
1500,2943,354.7
1500,3071,355.7
1500,3199,359.6
1500,3327,365.8
1500,3455,366.2
1500,3583,365.7
1500,3711,367.1
1500,3839,365.8
1500,3967,366.4
1500,4095,365.9
1500,3967,366.5
1500,3839,363.7
1500,3711,365.7
1500,3583,365.6
1500,3455,366.0
1500,3327,366.1
1500,3199,365.1
1500,3071,364.5
1500,2943,365.3
1500,2815,364.7
1500,2687,363.2
1500,2559,362.9
1500,2431,364.2
1500,2303,361.7
1500,2175,361.7
1500,2047,358.2
1500,1919,359.8
1500,1791,359.2
1500,1663,356.3
1500,1535,354.1
1500,1407,350.1
1500,1279,347.9
1500,1151,350.7
1500,1023,338.3
1500,895,336.6
1500,767,328.8
1500,639,320.0
1500,511,313.2
1500,383,308.7
1500,255,306.3
1500,127,305.0
1500,0,304.8
